DatasetID,PathID,PathString,path_fidelity,avg_time_us
0,159,n1->n2->n3->n13->n14->n24->n34->n44->n54->n55->n65->n75->n74->n84->n85->n86->n76->n66->n56->n46->n36->n26->n16->n17->n18->n19->n20->n10,0.567614,1373.703219
0,158,n1->n2->n3->n4->n14->n24->n34->n44->n54->n64->n74->n73->n83->n93->n94->n95->n85->n86->n87->n88->n89->n79->n80->n70->n60->n50->n40->n30->n29->n19->n9->n10,0.600149,2027.416672
0,161,n1->n2->n12->n22->n32->n42->n43->n53->n63->n64->n65->n75->n85->n86->n96->n97->n98->n88->n78->n68->n58->n48->n38->n28->n29->n30->n20->n10,0.586286,1452.041255
0,157,n1->n2->n3->n4->n5->n15->n25->n35->n45->n55->n65->n64->n74->n73->n83->n84->n85->n75->n76->n77->n78->n68->n69->n70->n60->n50->n40->n30->n20->n10,0.600858,1866.787703
0,162,n1->n2->n12->n22->n23->n33->n43->n42->n41->n51->n61->n62->n72->n73->n74->n84->n94->n95->n85->n75->n76->n66->n56->n46->n36->n26->n16->n17->n18->n19->n20->n10,0.552376,1670.413919
0,166,n1->n11->n21->n31->n41->n51->n52->n53->n63->n73->n74->n84->n85->n86->n87->n97->n98->n99->n89->n79->n80->n70->n60->n50->n49->n48->n38->n28->n18->n8->n9->n10,0.583114,1871.812009
0,164,n1->n11->n12->n13->n23->n33->n43->n44->n45->n55->n65->n75->n85->n86->n96->n97->n98->n99->n89->n90->n80->n70->n69->n59->n49->n39->n29->n19->n20->n10,0.604386,1689.898492
0,163,n1->n2->n3->n4->n5->n15->n25->n35->n45->n55->n65->n75->n76->n86->n87->n97->n98->n88->n78->n68->n58->n48->n38->n39->n29->n30->n20->n10,0.583783,1562.191884
0,156,n1->n11->n21->n31->n32->n33->n34->n35->n25->n26->n36->n46->n45->n44->n43->n53->n63->n62->n72->n82->n92->n93->n83->n84->n74->n75->n65->n66->n56->n57->n47->n37->n27->n17->n18->n19->n20->n10,0.565541,2001.848596
0,165,n1->n11->n21->n31->n41->n42->n43->n53->n63->n64->n65->n75->n76->n77->n87->n88->n98->n99->n100->n90->n80->n70->n60->n50->n49->n39->n38->n28->n18->n19->n20->n10,0.559229,1879.562312
0,170,n1->n2->n3->n4->n5->n6->n16->n26->n36->n46->n56->n66->n67->n77->n78->n88->n89->n99->n100->n90->n80->n79->n69->n68->n58->n48->n38->n28->n18->n19->n9->n10,0.599604,1628.247562
1,1,n1->n2->n3->n4->n5->n6->n7->n8->n9->n10,0.755612,745.252449
1,4,n1->n2->n12->n13->n14->n15->n16->n17->n18->n19->n20->n10,0.746944,736.682575
1,3,n1->n2->n3->n13->n14->n15->n16->n17->n18->n19->n20->n10,0.753571,746.402317
1,2,n1->n11->n12->n2->n3->n4->n5->n6->n7->n8->n9->n10,0.689234,851.914542
0,167,n1->n11->n21->n22->n32->n42->n52->n62->n72->n73->n74->n75->n76->n77->n87->n97->n98->n99->n89->n88->n78->n68->n67->n57->n56->n55->n45->n35->n36->n37->n38->n39->n40->n30->n20->n10,0.558129,2206.785706
0,175,n1->n11->n21->n31->n32->n42->n52->n62->n63->n64->n74->n84->n94->n95->n85->n75->n65->n55->n45->n35->n25->n26->n27->n17->n7->n8->n9->n10,0.589029,1832.920187
0,160,n1->n2->n12->n22->n32->n42->n52->n53->n54->n64->n63->n62->n61->n71->n81->n82->n92->n93->n94->n84->n74->n75->n65->n55->n45->n35->n25->n15->n5->n6->n7->n8->n9->n10,0.564386,2023.081989
0,168,n1->n11->n12->n13->n23->n33->n34->n35->n45->n55->n54->n64->n74->n84->n85->n86->n87->n88->n98->n99->n89->n79->n78->n77->n67->n57->n47->n37->n27->n17->n7->n8->n9->n10,0.564747,2138.556939
0,177,n1->n11->n21->n31->n41->n51->n61->n62->n63->n73->n74->n84->n85->n95->n96->n97->n87->n77->n67->n66->n56->n46->n36->n37->n27->n17->n18->n8->n9->n10,0.591667,1716.122429
1,6,n1->n2->n3->n13->n23->n24->n25->n15->n5->n6->n7->n8->n9->n10,0.718684,937.604040
0,169,n1->n11->n21->n22->n32->n42->n52->n62->n63->n64->n65->n66->n67->n77->n87->n97->n98->n99->n100->n90->n89->n88->n78->n68->n58->n57->n47->n37->n27->n28->n18->n8->n9->n10,0.592946,2053.710377
0,173,n1->n11->n21->n31->n41->n51->n52->n62->n72->n82->n92->n93->n83->n73->n74->n64->n54->n55->n45->n35->n36->n37->n38->n28->n29->n30->n20->n10,0.578391,1570.218142
1,8,n1->n2->n3->n4->n14->n24->n25->n26->n16->n6->n7->n8->n9->n10,0.707586,831.698522
0,179,n1->n2->n3->n4->n5->n6->n16->n26->n36->n46->n56->n66->n76->n86->n87->n88->n98->n99->n89->n79->n69->n68->n58->n48->n38->n28->n29->n19->n9->n10,0.600766,1644.055597
0,180,n1->n2->n3->n13->n14->n24->n34->n44->n45->n46->n56->n66->n76->n86->n87->n88->n89->n99->n100->n90->n80->n70->n69->n59->n49->n39->n29->n19->n9->n10,0.584776,1832.628946
0,176,n1->n11->n21->n22->n23->n33->n34->n35->n45->n55->n65->n75->n85->n95->n96->n86->n76->n66->n56->n46->n36->n37->n38->n28->n29->n19->n9->n10,0.600911,1482.409059
1,10,n1->n2->n3->n4->n5->n15->n25->n26->n27->n28->n29->n19->n9->n10,0.696194,888.699616
1,7,n1->n11->n21->n22->n12->n13->n14->n4->n5->n15->n16->n17->n18->n19->n20->n10,0.682343,761.972037
1,14,n1->n2->n3->n4->n5->n15->n25->n26->n27->n17->n7->n8->n9->n10,0.694836,956.312513
0,178,n1->n11->n21->n31->n41->n51->n61->n71->n81->n82->n83->n84->n85->n95->n96->n97->n98->n88->n87->n77->n67->n57->n47->n46->n36->n26->n27->n17->n18->n19->n9->n10,0.586157,1824.699285
1,13,n1->n11->n21->n22->n12->n13->n14->n15->n16->n17->n7->n8->n18->n19->n20->n10,0.703861,835.858344
0,172,n1->n11->n21->n31->n32->n42->n52->n62->n72->n82->n81->n91->n92->n93->n94->n84->n74->n75->n65->n55->n56->n46->n36->n26->n16->n17->n18->n19->n20->n10,0.582271,1699.472490
1,19,n1->n2->n3->n13->n23->n24->n25->n26->n27->n28->n29->n30->n20->n10,0.719604,833.291486
1,20,n1->n11->n12->n13->n14->n15->n16->n17->n18->n19->n20->n10,0.745222,585.885842
1,5,n1->n11->n21->n22->n12->n13->n3->n4->n14->n15->n16->n17->n18->n19->n20->n10,0.697383,783.384457
1,12,n1->n2->n3->n4->n5->n6->n16->n17->n27->n28->n29->n19->n9->n10,0.694371,895.450253
1,9,n1->n11->n21->n22->n12->n13->n14->n15->n5->n6->n16->n17->n18->n19->n20->n10,0.677709,730.705829
1,18,n1->n2->n12->n13->n23->n24->n25->n35->n45->n46->n47->n48->n38->n28->n18->n19->n9->n10,0.689571,1103.193540
1,24,n1->n2->n3->n13->n14->n24->n25->n26->n27->n28->n29->n19->n9->n10,0.736051,936.548237
1,17,n1->n11->n21->n31->n32->n33->n34->n35->n36->n37->n38->n39->n29->n30->n20->n19->n9->n10,0.696504,1054.469146
1,25,n1->n11->n12->n22->n23->n13->n14->n15->n16->n17->n18->n19->n20->n10,0.726271,671.864883
1,26,n1->n2->n3->n4->n14->n15->n25->n26->n27->n28->n29->n19->n9->n10,0.729571,896.985804
1,27,n1->n11->n12->n22->n23->n24->n14->n15->n16->n17->n18->n19->n20->n10,0.713891,700.090069
1,21,n1->n2->n12->n11->n21->n31->n41->n42->n32->n22->n23->n24->n25->n26->n27->n28->n29->n19->n9->n10,0.690134,1334.504316
1,11,n1->n11->n21->n22->n12->n13->n14->n15->n16->n6->n7->n17->n18->n19->n20->n10,0.694778,771.776452
1,29,n1->n11->n12->n22->n23->n33->n34->n35->n25->n15->n16->n17->n18->n19->n20->n10,0.691167,758.659500
1,23,n1->n2->n12->n22->n23->n24->n25->n26->n27->n28->n29->n19->n9->n10,0.745293,918.195375
1,16,n1->n2->n3->n4->n14->n24->n25->n26->n27->n28->n18->n8->n9->n10,0.709561,873.654536
1,22,n1->n2->n12->n13->n23->n33->n34->n35->n36->n26->n27->n28->n29->n19->n9->n10,0.712301,987.036042
1,31,n1->n11->n12->n13->n14->n15->n16->n26->n36->n37->n38->n28->n18->n19->n20->n10,0.697122,716.097633
0,171,n1->n2->n12->n22->n23->n33->n34->n44->n54->n64->n74->n75->n85->n86->n96->n97->n98->n99->n100->n90->n89->n79->n78->n68->n67->n57->n56->n55->n45->n35->n25->n15->n16->n17->n7->n8->n9->n10,0.552719,2331.135085
1,32,n1->n2->n3->n4->n14->n24->n25->n26->n27->n17->n18->n28->n29->n19->n9->n10,0.694306,954.095947
1,15,n1->n11->n21->n22->n12->n13->n14->n15->n16->n17->n18->n8->n9->n19->n20->n10,0.709808,960.174119
1,28,n1->n2->n3->n4->n5->n15->n16->n26->n27->n28->n29->n19->n9->n10,0.694459,858.077487
1,37,n1->n11->n21->n22->n32->n33->n43->n44->n45->n46->n36->n37->n38->n39->n29->n19->n20->n10,0.724906,1074.699671
1,34,n1->n2->n3->n4->n14->n24->n34->n44->n54->n55->n56->n57->n47->n37->n27->n28->n29->n19->n18->n8->n9->n10,0.660089,1348.710202
1,35,n1->n11->n21->n22->n32->n33->n34->n35->n25->n15->n5->n6->n7->n8->n18->n28->n29->n30->n20->n10,0.640227,1097.850184
0,174,n1->n11->n21->n22->n23->n24->n25->n35->n45->n55->n65->n64->n74->n84->n83->n93->n94->n95->n85->n86->n76->n66->n56->n57->n47->n37->n27->n28->n18->n8->n9->n10,0.569843,1844.761232
1,38,n1->n2->n12->n22->n23->n33->n43->n44->n45->n46->n47->n57->n58->n59->n49->n50->n40->n30->n20->n10,0.669756,1392.328997
1,30,n1->n2->n3->n13->n23->n24->n25->n26->n16->n17->n7->n8->n9->n10,0.745258,939.806756
1,43,n1->n11->n21->n22->n32->n33->n23->n24->n34->n35->n36->n37->n38->n39->n29->n30->n20->n10,0.706811,1046.628799
1,39,n1->n2->n3->n13->n23->n22->n21->n31->n41->n42->n43->n53->n54->n44->n34->n24->n25->n26->n27->n28->n29->n19->n9->n10,0.640944,1402.428704
1,36,n1->n2->n3->n13->n23->n24->n25->n26->n27->n37->n47->n48->n49->n39->n40->n30->n20->n19->n9->n10,0.681788,1298.730843
1,33,n1->n11->n12->n13->n14->n15->n16->n17->n27->n37->n38->n39->n29->n30->n20->n10,0.692773,875.985469
1,45,n1->n11->n21->n22->n32->n33->n34->n24->n25->n35->n36->n37->n38->n39->n29->n30->n20->n10,0.679744,1003.905904
1,47,n1->n11->n21->n22->n32->n33->n34->n35->n25->n26->n36->n37->n38->n28->n18->n19->n20->n10,0.692081,921.264001
1,48,n1->n2->n3->n13->n14->n24->n34->n44->n45->n35->n25->n26->n27->n17->n7->n8->n9->n10,0.692424,1316.892141
1,44,n1->n2->n3->n13->n23->n33->n43->n53->n54->n55->n56->n57->n67->n68->n58->n48->n38->n28->n18->n8->n9->n10,0.643404,1321.069145
1,50,n1->n2->n3->n4->n5->n15->n25->n26->n36->n46->n47->n48->n38->n39->n29->n30->n20->n10,0.671994,987.179810
1,40,n1->n11->n21->n31->n32->n22->n12->n13->n14->n15->n16->n17->n18->n19->n20->n10,0.714152,911.751335
1,41,n1->n11->n21->n22->n23->n13->n3->n4->n5->n6->n7->n8->n9->n10,0.702046,942.156433
1,42,n1->n2->n3->n13->n23->n22->n32->n42->n43->n53->n54->n55->n56->n46->n47->n37->n27->n17->n7->n8->n9->n10,0.682629,1386.035977
1,46,n1->n2->n12->n13->n14->n24->n34->n35->n45->n46->n36->n26->n16->n6->n7->n8->n9->n10,0.703159,1173.911433
1,61,n1->n11->n12->n22->n32->n42->n43->n33->n34->n35->n36->n26->n16->n17->n18->n19->n20->n10,0.674134,735.844213
1,49,n1->n11->n21->n31->n32->n33->n43->n44->n45->n46->n36->n37->n27->n26->n16->n17->n18->n19->n20->n10,0.668401,1078.042653
1,51,n1->n11->n21->n31->n32->n33->n43->n44->n45->n46->n36->n37->n27->n28->n38->n39->n40->n30->n20->n10,0.673429,1255.165153
1,54,n1->n2->n3->n4->n14->n24->n34->n44->n54->n64->n65->n75->n76->n77->n78->n68->n69->n59->n49->n39->n38->n28->n29->n19->n9->n10,0.623549,1674.393019
1,53,n1->n11->n21->n31->n32->n33->n43->n44->n45->n46->n36->n37->n38->n28->n29->n39->n40->n30->n20->n10,0.693099,1243.794842
1,56,n1->n2->n12->n22->n23->n33->n34->n44->n54->n55->n56->n57->n58->n48->n49->n39->n29->n19->n18->n8->n9->n10,0.667471,1417.316114
1,55,n1->n2->n12->n22->n23->n33->n43->n44->n45->n46->n56->n57->n58->n48->n49->n50->n40->n30->n29->n19->n9->n10,0.683104,1556.331758
1,57,n1->n11->n12->n13->n14->n15->n25->n35->n45->n55->n56->n66->n67->n68->n69->n59->n60->n50->n40->n30->n29->n19->n18->n8->n9->n10,0.605924,1649.890125
1,68,n1->n2->n3->n4->n5->n15->n25->n26->n36->n37->n27->n17->n7->n8->n9->n10,0.684204,1036.668304
1,64,n1->n2->n3->n4->n14->n24->n25->n35->n34->n44->n43->n53->n63->n64->n65->n75->n76->n77->n78->n79->n69->n59->n49->n39->n29->n19->n9->n10,0.603393,1637.628456
1,58,n1->n2->n3->n13->n23->n24->n34->n44->n54->n53->n52->n42->n32->n31->n41->n51->n61->n62->n63->n64->n65->n55->n45->n35->n25->n15->n5->n6->n7->n8->n9->n10,0.608296,1879.702588
1,66,n1->n2->n3->n4->n5->n15->n25->n35->n36->n46->n47->n48->n38->n28->n18->n8->n9->n10,0.666571,1075.557233
1,59,n1->n11->n12->n13->n14->n15->n16->n26->n36->n35->n34->n33->n32->n31->n41->n51->n52->n62->n72->n73->n74->n64->n54->n55->n56->n46->n47->n37->n27->n17->n18->n19->n20->n10,0.570127,1733.098724
1,60,n1->n2->n3->n13->n23->n33->n32->n42->n52->n53->n54->n44->n34->n24->n14->n4->n5->n6->n7->n8->n9->n10,0.615758,1468.127899
1,63,n1->n2->n12->n13->n23->n33->n43->n42->n52->n62->n63->n73->n74->n75->n85->n86->n76->n66->n65->n55->n45->n35->n25->n15->n5->n6->n7->n8->n9->n10,0.602391,1873.356557
1,52,n1->n2->n12->n22->n23->n33->n34->n35->n45->n55->n65->n66->n67->n57->n58->n48->n38->n37->n27->n28->n18->n8->n9->n10,0.612574,1423.394497
1,71,n1->n11->n21->n22->n23->n33->n43->n44->n45->n46->n36->n37->n47->n48->n38->n39->n29->n30->n20->n10,0.695039,1147.355404
1,72,n1->n2->n12->n22->n32->n42->n52->n53->n54->n55->n56->n57->n58->n48->n49->n39->n38->n28->n18->n8->n9->n10,0.639816,1474.738539
1,74,n1->n2->n12->n13->n14->n24->n34->n44->n54->n55->n56->n57->n58->n59->n49->n50->n40->n39->n29->n19->n18->n8->n9->n10,0.670313,1614.329386
1,67,n1->n11->n21->n22->n32->n33->n43->n44->n45->n35->n36->n37->n38->n39->n40->n30->n20->n10,0.700853,1181.642803
1,73,n1->n11->n12->n22->n32->n42->n52->n53->n63->n64->n65->n75->n76->n77->n78->n68->n69->n59->n49->n48->n38->n28->n29->n19->n20->n10,0.608682,1400.850960
1,70,n1->n2->n3->n4->n14->n24->n34->n44->n54->n55->n56->n46->n47->n48->n38->n37->n27->n17->n7->n8->n9->n10,0.654821,1197.969932
1,69,n1->n2->n12->n22->n23->n33->n34->n44->n54->n55->n56->n46->n36->n26->n27->n17->n18->n19->n9->n10,0.675763,1197.530492
1,79,n1->n11->n21->n31->n32->n42->n43->n44->n45->n46->n36->n37->n38->n39->n40->n30->n20->n10,0.701604,1199.842794
1,75,n1->n11->n12->n13->n14->n15->n16->n26->n36->n46->n47->n57->n67->n68->n58->n59->n60->n50->n49->n39->n40->n30->n20->n10,0.616011,1415.444352
1,82,n1->n11->n21->n31->n41->n51->n52->n53->n43->n44->n45->n46->n36->n26->n16->n17->n18->n19->n20->n10,0.665876,1020.996517
1,81,n1->n2->n3->n13->n23->n24->n34->n44->n43->n53->n54->n55->n45->n35->n25->n15->n5->n6->n7->n8->n9->n10,0.633559,1393.339175
1,86,n1->n11->n21->n22->n32->n33->n43->n44->n45->n55->n56->n46->n36->n26->n16->n17->n18->n19->n20->n10,0.686761,1021.336311
1,65,n1->n11->n12->n13->n14->n15->n16->n26->n36->n35->n34->n44->n45->n46->n56->n66->n67->n68->n58->n59->n60->n50->n40->n30->n20->n10,0.615117,1358.710712
1,85,n1->n2->n3->n4->n14->n24->n34->n44->n54->n55->n56->n46->n45->n35->n25->n26->n27->n17->n7->n8->n9->n10,0.658504,1368.384508
1,62,n1->n2->n3->n4->n14->n24->n34->n33->n43->n53->n63->n64->n65->n75->n76->n77->n67->n68->n58->n59->n49->n50->n40->n30->n20->n10,0.620566,1462.372936
1,84,n1->n11->n21->n22->n32->n33->n43->n44->n54->n64->n74->n84->n85->n86->n87->n88->n78->n79->n69->n70->n60->n50->n40->n30->n20->n10,0.606066,1602.438048
1,89,n1->n11->n12->n22->n32->n42->n52->n53->n54->n64->n74->n75->n65->n66->n56->n57->n47->n48->n58->n59->n49->n50->n40->n30->n20->n10,0.606112,1605.546332
1,80,n1->n11->n12->n13->n14->n15->n16->n26->n36->n46->n45->n44->n43->n42->n52->n62->n72->n73->n83->n84->n94->n95->n96->n97->n87->n77->n67->n57->n47->n37->n27->n28->n29->n30->n20->n10,0.563763,2119.474985
1,76,n1->n11->n21->n31->n41->n42->n52->n53->n54->n64->n74->n84->n85->n86->n87->n77->n78->n79->n69->n70->n60->n50->n40->n39->n38->n28->n18->n19->n20->n10,0.575044,1752.638623
1,88,n1->n11->n21->n31->n41->n51->n61->n71->n72->n82->n83->n93->n94->n84->n85->n75->n76->n77->n67->n57->n56->n46->n36->n37->n38->n39->n29->n30->n20->n10,0.591692,1602.539205
1,77,n1->n11->n12->n13->n14->n15->n25->n35->n34->n33->n43->n42->n41->n51->n52->n62->n63->n64->n65->n55->n45->n46->n47->n48->n49->n39->n29->n30->n20->n10,0.608056,1531.546653
1,78,n1->n2->n12->n22->n21->n31->n41->n51->n61->n71->n72->n82->n83->n84->n74->n75->n65->n66->n56->n57->n58->n48->n38->n28->n29->n19->n9->n10,0.621192,1484.466787
1,87,n1->n11->n21->n31->n41->n42->n52->n53->n63->n73->n83->n84->n74->n75->n65->n66->n56->n46->n47->n37->n27->n28->n29->n19->n9->n10,0.618761,1538.683006
1,83,n1->n2->n3->n4->n14->n24->n34->n44->n45->n35->n25->n15->n5->n6->n7->n8->n9->n10,0.656634,1171.518665
1,96,n1->n2->n12->n22->n32->n42->n52->n51->n61->n62->n63->n53->n54->n44->n34->n24->n25->n26->n27->n28->n29->n19->n9->n10,0.630378,1457.454188
1,92,n1->n11->n21->n31->n41->n51->n52->n62->n72->n73->n83->n93->n94->n84->n85->n75->n76->n77->n78->n68->n58->n48->n47->n37->n36->n26->n27->n17->n18->n19->n20->n10,0.578734,1751.051036
1,90,n1->n11->n21->n31->n41->n51->n61->n62->n63->n73->n74->n84->n85->n75->n76->n66->n67->n57->n47->n48->n38->n39->n29->n19->n9->n10,0.635981,1567.395248
1,95,n1->n2->n12->n22->n32->n42->n43->n53->n63->n64->n65->n66->n76->n86->n96->n97->n98->n88->n89->n79->n80->n70->n60->n50->n49->n48->n38->n28->n29->n19->n9->n10,0.590911,1812.472615
1,97,n1->n11->n12->n13->n23->n33->n43->n53->n52->n51->n61->n71->n81->n82->n92->n93->n94->n95->n96->n86->n87->n77->n78->n68->n69->n59->n60->n50->n40->n30->n20->n10,0.575393,1679.097008
1,103,n1->n2->n12->n22->n23->n33->n43->n53->n63->n64->n54->n44->n45->n35->n25->n15->n5->n6->n7->n8->n9->n10,0.633898,1427.000388
1,99,n1->n2->n3->n4->n14->n24->n34->n44->n54->n53->n52->n62->n61->n71->n72->n82->n92->n93->n94->n95->n96->n97->n98->n88->n78->n79->n69->n59->n49->n50->n40->n30->n20->n10,0.556504,1915.866672
1,98,n1->n2->n12->n13->n14->n15->n25->n35->n34->n33->n43->n53->n52->n62->n72->n73->n74->n75->n76->n66->n67->n57->n47->n37->n38->n39->n29->n19->n9->n10,0.594788,1897.166221
1,106,n1->n11->n12->n13->n14->n15->n16->n26->n36->n46->n56->n57->n47->n37->n27->n17->n18->n19->n20->n10,0.667172,1071.984501
1,91,n1->n11->n21->n31->n41->n51->n61->n62->n72->n73->n74->n75->n85->n86->n76->n66->n67->n68->n58->n59->n49->n48->n38->n37->n36->n26->n16->n17->n18->n19->n20->n10,0.580157,1568.419148
1,107,n1->n2->n3->n13->n23->n33->n43->n44->n54->n55->n56->n66->n76->n86->n87->n77->n67->n57->n47->n37->n38->n28->n18->n19->n20->n10,0.597051,1416.905171
1,94,n1->n11->n21->n31->n41->n51->n52->n62->n63->n73->n83->n84->n85->n95->n96->n86->n87->n88->n89->n79->n80->n70->n60->n59->n49->n48->n47->n37->n27->n17->n7->n8->n9->n10,0.583556,2096.062654
1,100,n1->n11->n12->n13->n14->n15->n16->n26->n36->n46->n45->n44->n54->n53->n63->n73->n74->n75->n76->n66->n67->n57->n47->n37->n27->n17->n18->n19->n20->n10,0.576249,1689.478913
1,109,n1->n2->n3->n4->n14->n24->n34->n44->n54->n64->n65->n66->n56->n57->n67->n68->n69->n59->n49->n50->n40->n30->n20->n10,0.626371,1506.906317
1,101,n1->n11->n21->n22->n23->n33->n32->n31->n41->n51->n52->n62->n63->n53->n54->n55->n45->n35->n25->n15->n5->n6->n7->n8->n9->n10,0.608654,1585.728910
1,112,n1->n2->n12->n22->n32->n42->n43->n44->n54->n64->n65->n75->n76->n77->n87->n97->n98->n88->n78->n79->n69->n70->n60->n59->n49->n39->n29->n19->n9->n10,0.570102,2053.955794
1,104,n1->n11->n21->n31->n41->n51->n61->n62->n63->n64->n65->n55->n56->n66->n76->n77->n78->n79->n69->n70->n60->n50->n40->n30->n20->n10,0.595724,1552.977149
1,105,n1->n2->n3->n4->n14->n24->n25->n26->n36->n46->n56->n55->n65->n75->n76->n77->n67->n68->n58->n59->n49->n39->n38->n28->n29->n19->n9->n10,0.619247,1615.227374
1,113,n1->n2->n12->n22->n23->n24->n25->n26->n36->n46->n56->n66->n76->n86->n87->n88->n89->n79->n80->n70->n69->n59->n58->n57->n47->n37->n27->n28->n18->n19->n9->n10,0.590157,1786.205489
1,108,n1->n11->n21->n31->n32->n42->n43->n53->n63->n73->n83->n93->n94->n84->n85->n75->n76->n77->n78->n68->n58->n57->n47->n37->n36->n26->n27->n17->n18->n19->n20->n10,0.600806,1746.535540
1,110,n1->n11->n21->n31->n41->n51->n52->n62->n63->n73->n83->n84->n85->n95->n96->n86->n87->n77->n78->n79->n69->n59->n58->n48->n47->n37->n27->n17->n7->n8->n9->n10,0.570637,1870.293600
1,102,n1->n11->n21->n31->n41->n51->n61->n71->n72->n82->n83->n73->n63->n64->n54->n55->n65->n66->n67->n77->n78->n68->n69->n59->n60->n50->n40->n30->n20->n10,0.605214,1678.892892
1,93,n1->n11->n21->n31->n41->n51->n52->n62->n72->n73->n74->n84->n85->n86->n87->n77->n78->n68->n69->n70->n60->n50->n49->n39->n38->n37->n27->n17->n7->n8->n9->n10,0.590571,1968.031855
1,117,n1->n2->n12->n22->n32->n33->n43->n53->n63->n62->n72->n82->n83->n93->n94->n95->n96->n97->n98->n88->n78->n68->n58->n48->n38->n28->n18->n19->n20->n10,0.579781,1572.173364
1,122,n1->n2->n3->n4->n14->n24->n34->n44->n43->n53->n63->n64->n74->n75->n76->n77->n67->n68->n58->n48->n49->n39->n29->n19->n9->n10,0.593152,1480.603048
1,123,n1->n2->n3->n13->n14->n15->n16->n26->n36->n46->n56->n55->n65->n66->n76->n77->n87->n88->n78->n79->n69->n59->n49->n39->n29->n30->n20->n10,0.611596,1640.431280
1,116,n1->n2->n3->n13->n14->n15->n25->n35->n45->n44->n43->n53->n63->n62->n61->n71->n72->n73->n74->n64->n65->n55->n56->n46->n36->n26->n16->n17->n18->n19->n9->n10,0.614856,1894.086052
1,118,n1->n2->n3->n13->n23->n22->n32->n42->n52->n51->n61->n71->n72->n62->n63->n64->n54->n44->n34->n24->n14->n4->n5->n6->n7->n8->n9->n10,0.608924,1688.663391
1,114,n1->n2->n3->n13->n23->n33->n34->n35->n45->n46->n47->n57->n67->n68->n69->n70->n60->n59->n58->n48->n38->n37->n36->n26->n16->n17->n18->n19->n20->n10,0.585069,1647.745781
1,124,n1->n11->n12->n13->n14->n15->n25->n35->n45->n55->n65->n75->n85->n86->n76->n66->n67->n57->n47->n37->n27->n17->n18->n19->n20->n10,0.608828,1417.212797
1,121,n1->n11->n21->n31->n41->n42->n52->n62->n72->n82->n83->n84->n74->n64->n65->n66->n67->n57->n47->n37->n27->n28->n18->n19->n20->n10,0.597584,1576.018184
1,120,n1->n2->n3->n4->n14->n24->n23->n22->n32->n42->n52->n62->n72->n73->n63->n53->n43->n44->n34->n35->n36->n37->n38->n28->n29->n30->n20->n10,0.636712,1502.702254
1,111,n1->n2->n12->n22->n32->n42->n52->n53->n54->n64->n74->n84->n85->n95->n96->n86->n87->n88->n78->n79->n69->n68->n58->n57->n56->n55->n45->n35->n25->n15->n5->n6->n7->n8->n9->n10,0.579149,2124.343684
1,125,n1->n2->n3->n13->n23->n22->n32->n42->n52->n51->n61->n71->n81->n82->n92->n93->n94->n95->n96->n86->n87->n77->n67->n66->n56->n55->n54->n44->n34->n24->n14->n4->n5->n6->n7->n8->n9->n10,0.575506,2114.092624
1,128,n1->n2->n12->n22->n23->n24->n25->n35->n45->n55->n65->n66->n67->n77->n78->n79->n69->n70->n60->n50->n49->n48->n38->n28->n18->n8->n9->n10,0.601341,1616.293455
1,130,n1->n2->n3->n13->n14->n15->n25->n35->n45->n55->n56->n57->n67->n68->n78->n79->n80->n70->n60->n50->n40->n39->n29->n19->n9->n10,0.608803,1847.574905
1,132,n1->n11->n12->n13->n23->n33->n34->n44->n45->n46->n47->n57->n67->n68->n69->n79->n80->n70->n60->n59->n58->n48->n38->n28->n29->n19->n20->n10,0.611519,1623.829470
1,133,n1->n11->n21->n22->n32->n33->n43->n44->n54->n55->n65->n75->n76->n77->n78->n88->n98->n99->n100->n90->n80->n70->n60->n50->n40->n30->n20->n10,0.612454,1859.149051
1,127,n1->n11->n21->n22->n32->n42->n52->n62->n63->n73->n83->n84->n85->n95->n96->n86->n87->n88->n78->n68->n67->n57->n47->n37->n27->n17->n7->n8->n9->n10,0.608034,1869.501317
1,115,n1->n11->n12->n13->n23->n33->n43->n42->n52->n62->n61->n71->n81->n82->n83->n84->n74->n64->n54->n55->n45->n46->n47->n37->n27->n17->n7->n8->n9->n10,0.589222,1785.844844
1,119,n1->n11->n12->n13->n14->n15->n16->n26->n36->n46->n56->n55->n54->n64->n63->n73->n74->n75->n85->n86->n87->n77->n67->n57->n47->n37->n27->n17->n18->n19->n20->n10,0.598637,1722.354518
1,126,n1->n2->n3->n4->n14->n24->n34->n44->n45->n46->n56->n66->n76->n77->n78->n68->n58->n48->n49->n39->n40->n30->n20->n10,0.613421,1418.736490
1,135,n1->n2->n12->n22->n21->n31->n32->n33->n34->n35->n45->n44->n43->n53->n63->n62->n72->n71->n81->n82->n83->n73->n74->n75->n65->n55->n56->n46->n36->n26->n16->n17->n18->n19->n20->n10,0.592526,1897.819791
1,138,n1->n2->n3->n4->n14->n24->n34->n44->n54->n64->n74->n73->n83->n84->n94->n95->n96->n97->n87->n88->n78->n79->n69->n59->n60->n50->n40->n30->n20->n10,0.569664,1867.574325
1,137,n1->n11->n12->n13->n23->n33->n32->n42->n52->n51->n61->n71->n81->n82->n72->n73->n74->n64->n65->n55->n45->n35->n25->n15->n5->n6->n7->n8->n9->n10,0.572853,1785.105145
